HORVU1Hr1G001580	HORVU.MOREX.r3.1HG0001950	1H	4343754	4345241	1H	4343754	4345289	1488
HORVU1Hr1G001700	HORVU.MOREX.r3.1HG0001980	1H	4377635	4379445	1H	4377621	4379145	1511
HORVU1Hr1G001680	HORVU.MOREX.r3.1HG0001990	1H	4383440	4384384	1H	4383342	4384945	945
HORVU1Hr1G001570	HORVU.MOREX.r3.1HG0002010	1H	4406872	4407078	1H	4406946	4411269	133
HORVU1Hr1G001570	HORVU.MOREX.r3.1HG0002020	1H	4409810	4411100	1H	4406946	4411269	1291
HORVU1Hr1G001560	HORVU.MOREX.r3.1HG0002040	1H	4417015	4417801	1H	4416705	4417856	787
HORVU1Hr1G001770	HORVU.MOREX.r3.1HG0002080	1H	4436045	4438890	1H	4435947	4445123	2846
HORVU1Hr1G001770	HORVU.MOREX.r3.1HG0002090	1H	4439091	4439288	1H	4435947	4445123	198
HORVU1Hr1G001710	HORVU.MOREX.r3.1HG0002100	1H	4450881	4453238	1H	4450590	4456123	2358
HORVU1Hr1G001750	HORVU.MOREX.r3.1HG0002130	1H	4484748	4488572	1H	4484747	4488571	3824
HORVU1Hr1G001760	HORVU.MOREX.r3.1HG0002160	1H	4508848	4515528	1H	4508846	4513449	4602
HORVU0Hr1G036610	HORVU.MOREX.r3.1HG0002200	1H	4575633	4576247	1H	4575499	4576247	615
HORVU1Hr1G001960	HORVU.MOREX.r3.1HG0002260	1H	4883526	4885095	1H	4883548	4885217	1548
HORVU1Hr1G001950	HORVU.MOREX.r3.1HG0002280	1H	4889937	4891855	1H	4889937	4891867	1919
HORVU1Hr1G001920	HORVU.MOREX.r3.1HG0002320	1H	4907564	4909543	1H	4906931	4909541	1978
HORVU1Hr1G001910	HORVU.MOREX.r3.1HG0002330	1H	4909938	4913639	1H	4909750	4913736	3702
HORVU1Hr1G001890	HORVU.MOREX.r3.1HG0002340	1H	4915134	4920356	1H	4915019	4923343	5223
HORVU1Hr1G001890	HORVU.MOREX.r3.1HG0002350	1H	4920810	4921547	1H	4915019	4923343	738
HORVU1Hr1G001850	HORVU.MOREX.r3.1HG0002380	1H	4942091	4943625	1H	4942067	4943666	1535
HORVU1Hr1G002000	HORVU.MOREX.r3.1HG0002410	1H	5008978	5011488	1H	5008959	5011740	2511
HORVU1Hr1G002060	HORVU.MOREX.r3.1HG0002440	1H	5058337	5060868	1H	5053130	5061192	2532
HORVU1Hr1G002090	HORVU.MOREX.r3.1HG0002450	1H	5067152	5069794	1H	5066935	5069896	2643
HORVU1Hr1G002100	HORVU.MOREX.r3.1HG0002470	1H	5075230	5075986	1H	5075193	5076014	757
HORVU1Hr1G002110	HORVU.MOREX.r3.1HG0002500	1H	5080842	5082410	1H	5077245	5082807	1569
HORVU1Hr1G002150	HORVU.MOREX.r3.1HG0002520	1H	5111508	5112843	1H	5102742	5122111	1336
HORVU1Hr1G002160	HORVU.MOREX.r3.1HG0002520	1H	5111508	5112843	1H	5111351	5112843	1336
HORVU1Hr1G002150	HORVU.MOREX.r3.1HG0002530	1H	5116093	5116655	1H	5102742	5122111	563
HORVU1Hr1G002170	HORVU.MOREX.r3.1HG0002530	1H	5116093	5116655	1H	5116067	5116726	563
HORVU1Hr1G002240	HORVU.MOREX.r3.1HG0002560	1H	5139979	5142736	1H	5139844	5142736	2758
HORVU1Hr1G002220	HORVU.MOREX.r3.1HG0002570	1H	5152328	5154076	1H	5152328	5154080	1749
HORVU1Hr1G002210	HORVU.MOREX.r3.1HG0002580	1H	5158104	5160592	1H	5158036	5160660	2489
HORVU1Hr1G002340	HORVU.MOREX.r3.1HG0002590	1H	5341121	5348287	1H	5340913	5348363	7167
HORVU1Hr1G002300	HORVU.MOREX.r3.1HG0002630	1H	5391943	5396772	1H	5391824	5396888	4830
HORVU1Hr1G002390	HORVU.MOREX.r3.1HG0002660	1H	5495137	5501701	1H	5495061	5508511	6565
HORVU1Hr1G002390	HORVU.MOREX.r3.1HG0002670	1H	5502299	5503663	1H	5495061	5508511	1365
HORVU1Hr1G002410	HORVU.MOREX.r3.1HG0002670	1H	5502299	5503663	1H	5502294	5503658	1360
HORVU1Hr1G002390	HORVU.MOREX.r3.1HG0002680	1H	5505598	5506682	1H	5495061	5508511	1085
HORVU1Hr1G002400	HORVU.MOREX.r3.1HG0002680	1H	5505598	5506682	1H	5505598	5508170	1085
HORVU1Hr1G002390	HORVU.MOREX.r3.1HG0002690	1H	5507091	5508170	1H	5495061	5508511	1080
HORVU1Hr1G002400	HORVU.MOREX.r3.1HG0002690	1H	5507091	5508170	1H	5505598	5508170	1080
HORVU1Hr1G002420	HORVU.MOREX.r3.1HG0002770	1H	5631301	5632002	1H	5547326	5642604	702
HORVU1Hr1G002430	HORVU.MOREX.r3.1HG0002770	1H	5631301	5632002	1H	5631205	5632109	702
HORVU1Hr1G002440	HORVU.MOREX.r3.1HG0002800	1H	5646756	5651192	1H	5646646	5651386	4437
HORVU1Hr1G002450	HORVU.MOREX.r3.1HG0002810	1H	5661966	5663453	1H	5661909	5663574	1488
HORVU1Hr1G002460	HORVU.MOREX.r3.1HG0002830	1H	5691018	5693589	1H	5690881	5693636	2572
HORVU1Hr1G002470	HORVU.MOREX.r3.1HG0002840	1H	5694036	5698346	1H	5694036	5725190	4311
HORVU1Hr1G002470	HORVU.MOREX.r3.1HG0002850	1H	5700829	5701715	1H	5694036	5725190	887
HORVU1Hr1G002480	HORVU.MOREX.r3.1HG0002850	1H	5700829	5701715	1H	5700347	5701627	799
HORVU1Hr1G002470	HORVU.MOREX.r3.1HG0002860	1H	5704000	5708872	1H	5694036	5725190	4873
HORVU1Hr1G002470	HORVU.MOREX.r3.1HG0002870	1H	5710783	5714227	1H	5694036	5725190	3445
HORVU1Hr1G002470	HORVU.MOREX.r3.1HG0002880	1H	5716511	5718523	1H	5694036	5725190	2013
HORVU1Hr1G002500	HORVU.MOREX.r3.1HG0002880	1H	5716511	5718523	1H	5716353	5718610	2013
HORVU1Hr1G002470	HORVU.MOREX.r3.1HG0002890	1H	5722869	5725586	1H	5694036	5725190	2322
HORVU1Hr1G002510	HORVU.MOREX.r3.1HG0002890	1H	5722869	5725586	1H	5719178	5725192	2324
HORVU1Hr1G002590	HORVU.MOREX.r3.1HG0002910	1H	5749821	5752339	1H	5749167	5755670	2519
HORVU1Hr1G002600	HORVU.MOREX.r3.1HG0002910	1H	5749821	5752339	1H	5749167	5820276	2519
HORVU1Hr1G002590	HORVU.MOREX.r3.1HG0002920	1H	5754051	5755507	1H	5749167	5755670	1457
HORVU1Hr1G002600	HORVU.MOREX.r3.1HG0002920	1H	5754051	5755507	1H	5749167	5820276	1457
HORVU1Hr1G002600	HORVU.MOREX.r3.1HG0002940	1H	5758191	5759633	1H	5749167	5820276	1443
HORVU1Hr1G002620	HORVU.MOREX.r3.1HG0002940	1H	5758191	5759633	1H	5758191	5760962	1443
HORVU1Hr1G002600	HORVU.MOREX.r3.1HG0002950	1H	5759868	5760962	1H	5749167	5820276	1095
HORVU1Hr1G002620	HORVU.MOREX.r3.1HG0002950	1H	5759868	5760962	1H	5758191	5760962	1095
HORVU1Hr1G002600	HORVU.MOREX.r3.1HG0002960	1H	5767392	5770657	1H	5749167	5820276	3266
HORVU1Hr1G002640	HORVU.MOREX.r3.1HG0002960	1H	5767392	5770657	1H	5767257	5777664	3266
HORVU1Hr1G002600	HORVU.MOREX.r3.1HG0002980	1H	5791397	5794210	1H	5749167	5820276	2814
HORVU1Hr1G002600	HORVU.MOREX.r3.1HG0002990	1H	5794787	5797378	1H	5749167	5820276	2592
HORVU1Hr1G002600	HORVU.MOREX.r3.1HG0003000	1H	5800064	5801506	1H	5749167	5820276	1443
HORVU1Hr1G002600	HORVU.MOREX.r3.1HG0003010	1H	5801741	5802835	1H	5749167	5820276	1095
HORVU1Hr1G002710	HORVU.MOREX.r3.1HG0003050	1H	5881373	5882692	1H	5881198	5882772	1320
HORVU1Hr1G002690	HORVU.MOREX.r3.1HG0003060	1H	5894693	5895685	1H	5894466	5895758	993
HORVU1Hr1G002680	HORVU.MOREX.r3.1HG0003070	1H	5897382	5899214	1H	5895770	5899648	1833
HORVU1Hr1G002770	HORVU.MOREX.r3.1HG0003110	1H	5968162	5970519	1H	5968113	5970658	2358
HORVU1Hr1G002750	HORVU.MOREX.r3.1HG0003120	1H	5980744	5982954	1H	5980552	5983097	2211
HORVU1Hr1G002740	HORVU.MOREX.r3.1HG0003130	1H	6053483	6059540	1H	6053466	6059913	6058
HORVU1Hr1G002840	HORVU.MOREX.r3.1HG0003140	1H	6142235	6145606	1H	6141952	6145674	3372
HORVU1Hr1G002830	HORVU.MOREX.r3.1HG0003150	1H	6145972	6148385	1H	6145910	6148622	2414
HORVU1Hr1G002820	HORVU.MOREX.r3.1HG0003160	1H	6151265	6157784	1H	6150658	6158130	6520
HORVU1Hr1G002900	HORVU.MOREX.r3.1HG0003180	1H	6247206	6248702	1H	6246857	6249048	1497
HORVU1Hr1G002930	HORVU.MOREX.r3.1HG0003200	1H	6275984	6276736	1H	6275984	6277684	753
HORVU1Hr1G002920	HORVU.MOREX.r3.1HG0003220	1H	6296831	6298132	1H	6296785	6300407	1302
HORVU1Hr1G002970	HORVU.MOREX.r3.1HG0003260	1H	6684668	6692035	1H	6667923	6709871	7368
HORVU1Hr1G003010	HORVU.MOREX.r3.1HG0003260	1H	6684668	6692035	1H	6684578	6692868	7368
HORVU1Hr1G002970	HORVU.MOREX.r3.1HG0003270	1H	6695881	6697565	1H	6667923	6709871	1685
HORVU1Hr1G002970	HORVU.MOREX.r3.1HG0003280	1H	6698673	6706333	1H	6667923	6709871	7661
HORVU1Hr1G002960	HORVU.MOREX.r3.1HG0003290	1H	6745005	6752823	1H	6744945	6752447	7443
HORVU1Hr1G002950	HORVU.MOREX.r3.1HG0003300	1H	6755469	6757255	1H	6755417	6757255	1787
HORVU1Hr1G003050	HORVU.MOREX.r3.1HG0003310	1H	6787041	6788808	1H	6787035	6790220	1768
HORVU1Hr1G003100	HORVU.MOREX.r3.1HG0003390	1H	6892310	6906190	1H	6888760	6907054	13881
HORVU1Hr1G003140	HORVU.MOREX.r3.1HG0003410	1H	6930088	6938798	1H	6925473	6939658	8711
HORVU1Hr1G003170	HORVU.MOREX.r3.1HG0003430	1H	6978204	6982039	1H	6977912	6981954	3751
HORVU1Hr1G003200	HORVU.MOREX.r3.1HG0003450	1H	7097113	7101052	1H	7097140	7100862	3723
HORVU1Hr1G003210	HORVU.MOREX.r3.1HG0003520	1H	7285171	7288779	1H	7285151	7288779	3609
HORVU1Hr1G003250	HORVU.MOREX.r3.1HG0003650	1H	7633106	7635082	1H	7632956	7638630	1977
HORVU1Hr1G003260	HORVU.MOREX.r3.1HG0003660	1H	7639773	7652128	1H	7639520	7652301	12356
HORVU1Hr1G003300	HORVU.MOREX.r3.1HG0003690	1H	7762537	7773612	1H	7762065	7773434	10898
HORVU1Hr1G003280	HORVU.MOREX.r3.1HG0003700	1H	7841984	7852704	1H	7841312	7853344	10721
HORVU1Hr1G003270	HORVU.MOREX.r3.1HG0003710	1H	7857468	7859177	1H	7857276	7859163	1696
HORVU1Hr1G003320	HORVU.MOREX.r3.1HG0003720	1H	7878089	7881537	1H	7877372	7881841	3449
HORVU1Hr1G003340	HORVU.MOREX.r3.1HG0003780	1H	8052823	8054943	1H	8013763	8087897	2121
HORVU1Hr1G003370	HORVU.MOREX.r3.1HG0003780	1H	8052823	8054943	1H	8052700	8055398	2121
HORVU1Hr1G003490	HORVU.MOREX.r3.1HG0003820	1H	8209951	8218139	1H	8209834	8218085	8135
HORVU1Hr1G003460	HORVU.MOREX.r3.1HG0003860	1H	8315499	8320178	1H	8312929	8320265	4680
HORVU1Hr1G003530	HORVU.MOREX.r3.1HG0003890	1H	8353366	8355531	1H	8353261	8376163	2166
HORVU1Hr1G003540	HORVU.MOREX.r3.1HG0003890	1H	8353366	8355531	1H	8353271	8356640	2166
HORVU1Hr1G003530	HORVU.MOREX.r3.1HG0003900	1H	8355574	8360530	1H	8353261	8376163	4957
HORVU1Hr1G003530	HORVU.MOREX.r3.1HG0003910	1H	8375050	8375793	1H	8353261	8376163	744
HORVU1Hr1G003560	HORVU.MOREX.r3.1HG0003910	1H	8375050	8375793	1H	8375050	8375794	744
HORVU1Hr1G003580	HORVU.MOREX.r3.1HG0003920	1H	8503960	8504157	1H	8503942	8504157	198
HORVU1Hr1G003630	HORVU.MOREX.r3.1HG0003970	1H	8559444	8560040	1H	8552584	8566359	597
HORVU1Hr1G003630	HORVU.MOREX.r3.1HG0003980	1H	8560802	8566078	1H	8552584	8566359	5277
HORVU1Hr1G003650	HORVU.MOREX.r3.1HG0003990	1H	8566909	8569838	1H	8567877	8569849	1962
HORVU1Hr1G003700	HORVU.MOREX.r3.1HG0004030	1H	8607211	8613767	1H	8607211	8615546	6557
HORVU1Hr1G003710	HORVU.MOREX.r3.1HG0004060	1H	8701572	8703842	1H	8701346	8703866	2271
HORVU1Hr1G003810	HORVU.MOREX.r3.1HG0004110	1H	8866276	8866578	1H	8866095	8867392	303
HORVU1Hr1G003740	HORVU.MOREX.r3.1HG0004160	1H	8888551	8893521	1H	8888489	8893747	4971
HORVU1Hr1G003940	HORVU.MOREX.r3.1HG0004210	1H	8934524	8936596	1H	8934527	8938860	2070
HORVU1Hr1G003940	HORVU.MOREX.r3.1HG0004220	1H	8937486	8938841	1H	8934527	8938860	1356
HORVU1Hr1G003960	HORVU.MOREX.r3.1HG0004230	1H	8949406	8953478	1H	8948479	8956057	4073
HORVU1Hr1G003990	HORVU.MOREX.r3.1HG0004240	1H	8999026	9000759	1H	8999082	9000899	1678
HORVU1Hr1G004020	HORVU.MOREX.r3.1HG0004270	1H	9058448	9060236	1H	9057203	9060324	1789
HORVU1Hr1G004150	HORVU.MOREX.r3.1HG0004280	1H	9112595	9116319	1H	9108488	9116343	3725
HORVU1Hr1G004150	HORVU.MOREX.r3.1HG0004290	1H	9112788	9113012	1H	9108488	9116343	225
HORVU1Hr1G004140	HORVU.MOREX.r3.1HG0004300	1H	9121394	9125711	1H	9121067	9125331	3938
HORVU1Hr1G004130	HORVU.MOREX.r3.1HG0004310	1H	9126450	9126668	1H	9126234	9126834	219
HORVU1Hr1G004120	HORVU.MOREX.r3.1HG0004320	1H	9128928	9129182	1H	9128979	9129491	204
HORVU1Hr1G004080	HORVU.MOREX.r3.1HG0004340	1H	9143130	9147896	1H	9141693	9155877	4767
HORVU1Hr1G004080	HORVU.MOREX.r3.1HG0004350	1H	9147982	9148724	1H	9141693	9155877	743
HORVU1Hr1G004040	HORVU.MOREX.r3.1HG0004370	1H	9208362	9211854	1H	9208335	9216212	3493
HORVU1Hr1G004040	HORVU.MOREX.r3.1HG0004380	1H	9211942	9216245	1H	9208335	9216212	4271
HORVU1Hr1G004030	HORVU.MOREX.r3.1HG0004410	1H	9227804	9230174	1H	9227708	9231333	2371
HORVU1Hr1G004060	HORVU.MOREX.r3.1HG0004460	1H	9251658	9255928	1H	9251658	9255928	4271
HORVU1Hr1G004050	HORVU.MOREX.r3.1HG0004490	1H	9267523	9269893	1H	9268452	9270837	1442
HORVU1Hr1G004200	HORVU.MOREX.r3.1HG0004540	1H	9312148	9318724	1H	9311631	9318818	6577
HORVU1Hr1G004230	HORVU.MOREX.r3.1HG0004560	1H	9328912	9337145	1H	9328743	9337193	8234
HORVU1Hr1G004440	HORVU.MOREX.r3.1HG0004660	1H	9409540	9416043	1H	9409502	9413144	3605
HORVU1Hr1G004430	HORVU.MOREX.r3.1HG0004660	1H	9409540	9416043	1H	9409530	9416096	6504
HORVU1Hr1G004440	HORVU.MOREX.r3.1HG0004670	1H	9410361	9412520	1H	9409502	9413144	2160
HORVU1Hr1G004430	HORVU.MOREX.r3.1HG0004670	1H	9410361	9412520	1H	9409530	9416096	2160
HORVU1Hr1G004400	HORVU.MOREX.r3.1HG0004690	1H	9451959	9452436	1H	9451241	9452988	478
HORVU1Hr1G004330	HORVU.MOREX.r3.1HG0004730	1H	9495871	9497076	1H	9495292	9527709	1206
