MLOC_51032	HORVU.MOREX.r3.1HG0011370	1H	27503887	27509796	1H	27497901	27506248
MLOC_51032	HORVU.MOREX.r3.1HG0011380	1H	27503887	27509783	1H	27506664	27509509
MLOC_50503	HORVU.MOREX.r3.1HG0011450	1H	27709631	27710000	1H	27708959	27711541
MLOC_71732	HORVU.MOREX.r3.1HG0011730	1H	28473262	28473464	1H	28471682	28473814
MLOC_60788	HORVU.MOREX.r3.1HG0011880	1H	28930398	28935923	1H	28930514	28930990
MLOC_60789	HORVU.MOREX.r3.1HG0011890	1H	28932374	28935923	1H	28932284	28934972
MLOC_11064	HORVU.MOREX.r3.1HG0011900	1H	29086410	29091050	1H	29087622	29091059
MLOC_37319	HORVU.MOREX.r3.1HG0012020	1H	29287696	29289814	1H	29287296	29289643
MLOC_12883	HORVU.MOREX.r3.1HG0012100	1H	29419611	29427977	1H	29422367	29424663
MLOC_12883	HORVU.MOREX.r3.1HG0012110	1H	29419611	29427907	1H	29425330	29427216
MLOC_70520	HORVU.MOREX.r3.1HG0012160	1H	29528449	29535633	1H	29528336	29539992
MLOC_11791	HORVU.MOREX.r3.1HG0012170	1H	29613122	29615697	1H	29613767	29618266
MLOC_11790	HORVU.MOREX.r3.1HG0012180	1H	29618560	29625723	1H	29618560	29625165
MLOC_77763	HORVU.MOREX.r3.1HG0012250	1H	29883874	29887605	1H	29883924	29888675
MLOC_55574	HORVU.MOREX.r3.1HG0012290	1H	30114047	30122815	1H	30116419	30122815
MLOC_80159	HORVU.MOREX.r3.1HG0012310	1H	30184798	30188789	1H	30185117	30189175
MLOC_81975	HORVU.MOREX.r3.1HG0012330	1H	30265353	30268725	1H	30263084	30267311
MLOC_67967	HORVU.MOREX.r3.1HG0012480	1H	31083612	31088442	1H	31087994	31088212
MLOC_34615	HORVU.MOREX.r3.1HG0012520	1H	31110930	31116442	1H	31110909	31111133
MLOC_58649	HORVU.MOREX.r3.1HG0012570	1H	31163252	31165722	1H	31165194	31165721
MLOC_45395	HORVU.MOREX.r3.1HG0012580	1H	31185582	31188422	1H	31187891	31188421
MLOC_74048	HORVU.MOREX.r3.1HG0012620	1H	31320034	31323839	1H	31322085	31323977
MLOC_12107	HORVU.MOREX.r3.1HG0012630	1H	31330457	31335081	1H	31332411	31335064
MLOC_66246	HORVU.MOREX.r3.1HG0012730	1H	31614477	31616925	1H	31614586	31616414
MLOC_49974	HORVU.MOREX.r3.1HG0012760	1H	31665025	31672071	1H	31665022	31669021
MLOC_69164	HORVU.MOREX.r3.1HG0012840	1H	31860494	31867124	1H	31861414	31866909
MLOC_69165	HORVU.MOREX.r3.1HG0012850	1H	31867660	31869456	1H	31868001	31869776
MLOC_81444	HORVU.MOREX.r3.1HG0012860	1H	31872872	31878919	1H	31873273	31874976
MLOC_27584	HORVU.MOREX.r3.1HG0012950	1H	32174529	32175526	1H	32174508	32175776
MLOC_23443	HORVU.MOREX.r3.1HG0012990	1H	32184051	32186139	1H	32184246	32185482
MLOC_61375	HORVU.MOREX.r3.1HG0013000	1H	32207567	32211875	1H	32207541	32211971
MLOC_11492	HORVU.MOREX.r3.1HG0013020	1H	32223598	32225744	1H	32223495	32225812
MLOC_33802	HORVU.MOREX.r3.1HG0013070	1H	32379212	32381950	1H	32378871	32380400
MLOC_18704	HORVU.MOREX.r3.1HG0013140	1H	32481744	32483881	1H	32482994	32483496
MLOC_56900	HORVU.MOREX.r3.1HG0013170	1H	32495088	32500487	1H	32499601	32500546
MLOC_79642	HORVU.MOREX.r3.1HG0013180	1H	32534682	32537189	1H	32533051	32537212
MLOC_44095	HORVU.MOREX.r3.1HG0013220	1H	32549534	32552518	1H	32549488	32553080
MLOC_68570	HORVU.MOREX.r3.1HG0013280	1H	32858303	32864487	1H	32858742	32859389
MLOC_31029	HORVU.MOREX.r3.1HG0013340	1H	33110102	33110516	1H	33110004	33110491
MLOC_1972	HORVU.MOREX.r3.1HG0013450	1H	33429376	33430869	1H	33430365	33430852
