HORVU1Hr1G000920	HORVU.MOREX.r3.1HG0001050	1H	2497979	2499050	1H	2497979	2499050
HORVU1Hr1G000930	HORVU.MOREX.r3.1HG0001070	1H	2511942	2512457	1H	2511942	2512358
HORVU1Hr1G001080	HORVU.MOREX.r3.1HG0001110	1H	2574771	2575050	1H	2574522	2575037
HORVU1Hr1G000940	HORVU.MOREX.r3.1HG0001120	1H	2577380	2580668	1H	2577003	2580483
HORVU1Hr1G000960	HORVU.MOREX.r3.1HG0001130	1H	2582654	2586476	1H	2582508	2586544
HORVU1Hr1G001090	HORVU.MOREX.r3.1HG0001140	1H	2588537	2605353	1H	2588537	2589323
HORVU1Hr1G001140	HORVU.MOREX.r3.1HG0001230	1H	2775507	2776400	1H	2775507	2776400
HORVU1Hr1G001160	HORVU.MOREX.r3.1HG0001250	1H	2784441	2787641	1H	2784441	2787658
HORVU1Hr1G001170	HORVU.MOREX.r3.1HG0001270	1H	2832554	2833754	1H	2832554	2834879
HORVU1Hr1G001220	HORVU.MOREX.r3.1HG0001280	1H	2872031	2874438	1H	2874081	2875407
HORVU1Hr1G001350	HORVU.MOREX.r3.1HG0001330	1H	2970617	2971501	1H	2971082	2971501
HORVU1Hr1G001390	HORVU.MOREX.r3.1HG0001400	1H	3192265	3199098	1H	3192134	3199174
HORVU1Hr1G001400	HORVU.MOREX.r3.1HG0001410	1H	3203379	3207659	1H	3203351	3207774
HORVU1Hr1G000990	HORVU.MOREX.r3.1HG0001420	1H	3261024	3261433	1H	3260544	3261440
HORVU1Hr1G001440	HORVU.MOREX.r3.1HG0001450	1H	3324899	3332328	1H	3324899	3325726
HORVU1Hr1G001450	HORVU.MOREX.r3.1HG0001460	1H	3335308	3339513	1H	3335272	3339572
HORVU1Hr1G001460	HORVU.MOREX.r3.1HG0001470	1H	3576852	3581093	1H	3576852	3580707
HORVU1Hr1G001480	HORVU.MOREX.r3.1HG0001480	1H	3588727	3589107	1H	3588727	3589029
HORVU1Hr1G001490	HORVU.MOREX.r3.1HG0001510	1H	3637431	3640205	1H	3636585	3640287
HORVU1Hr1G001630	HORVU.MOREX.r3.1HG0001910	1H	4323352	4326123	1H	4323352	4325532
HORVU1Hr1G001700	HORVU.MOREX.r3.1HG0001980	1H	4377769	4379145	1H	4377635	4379445
HORVU1Hr1G001680	HORVU.MOREX.r3.1HG0001990	1H	4384032	4384852	1H	4383440	4384384
HORVU1Hr1G055280	HORVU.MOREX.r3.1HG0002020	1H	4410688	4411057	1H	4409810	4411100
HORVU1Hr1G001560	HORVU.MOREX.r3.1HG0002040	1H	4417015	4417801	1H	4417015	4417801
HORVU1Hr1G001540	HORVU.MOREX.r3.1HG0002060	1H	4426170	4426553	1H	4424872	4426265
HORVU1Hr1G001770	HORVU.MOREX.r3.1HG0002080	1H	4436235	4438745	1H	4436045	4438890
HORVU1Hr1G001710	HORVU.MOREX.r3.1HG0002100	1H	4450881	4455815	1H	4450881	4453238
HORVU1Hr1G001750	HORVU.MOREX.r3.1HG0002130	1H	4485427	4488147	1H	4484748	4488572
HORVU1Hr1G001800	HORVU.MOREX.r3.1HG0002160	1H	4514365	4515207	1H	4508848	4515528
HORVU1Hr1G001810	HORVU.MOREX.r3.1HG0002180	1H	4521843	4523999	1H	4521843	4523999
HORVU1Hr1G001960	HORVU.MOREX.r3.1HG0002260	1H	4883668	4885095	1H	4883526	4885095
HORVU1Hr1G001950	HORVU.MOREX.r3.1HG0002280	1H	4890170	4891742	1H	4889937	4891855
HORVU1Hr1G001920	HORVU.MOREX.r3.1HG0002320	1H	4907701	4909377	1H	4907564	4909543
HORVU1Hr1G001910	HORVU.MOREX.r3.1HG0002330	1H	4910310	4913483	1H	4909938	4913639
HORVU1Hr1G001890	HORVU.MOREX.r3.1HG0002340	1H	4917217	4920356	1H	4915134	4920356
HORVU1Hr1G001850	HORVU.MOREX.r3.1HG0002380	1H	4942174	4943566	1H	4942091	4943625
HORVU1Hr1G002000	HORVU.MOREX.r3.1HG0002410	1H	5008960	5011488	1H	5008978	5011488
HORVU1Hr1G002060	HORVU.MOREX.r3.1HG0002440	1H	5057331	5060864	1H	5058337	5060868
HORVU1Hr1G002090	HORVU.MOREX.r3.1HG0002450	1H	5067154	5069530	1H	5067152	5069794
HORVU1Hr1G002100	HORVU.MOREX.r3.1HG0002470	1H	5075299	5075620	1H	5075230	5075986
HORVU1Hr1G002110	HORVU.MOREX.r3.1HG0002500	1H	5080842	5082410	1H	5080842	5082410
HORVU1Hr1G002150	HORVU.MOREX.r3.1HG0002510	1H	5095754	5100920	1H	5095543	5109506
HORVU1Hr1G002160	HORVU.MOREX.r3.1HG0002520	1H	5111508	5112843	1H	5111508	5112843
HORVU1Hr1G002170	HORVU.MOREX.r3.1HG0002530	1H	5116200	5116540	1H	5116093	5116655
HORVU1Hr1G002240	HORVU.MOREX.r3.1HG0002560	1H	5139981	5142460	1H	5139979	5142736
HORVU1Hr1G002220	HORVU.MOREX.r3.1HG0002570	1H	5152330	5153891	1H	5152328	5154076
HORVU1Hr1G002210	HORVU.MOREX.r3.1HG0002580	1H	5158036	5160479	1H	5158104	5160592
HORVU1Hr1G002340	HORVU.MOREX.r3.1HG0002590	1H	5343116	5346145	1H	5341121	5348287
HORVU1Hr1G002300	HORVU.MOREX.r3.1HG0002630	1H	5392329	5396622	1H	5391943	5396772
HORVU1Hr1G002290	HORVU.MOREX.r3.1HG0002640	1H	5452837	5453472	1H	5452156	5453418
HORVU1Hr1G002390	HORVU.MOREX.r3.1HG0002660	1H	5495206	5501268	1H	5495137	5501701
HORVU1Hr1G002410	HORVU.MOREX.r3.1HG0002670	1H	5502294	5503400	1H	5502299	5503663
HORVU1Hr1G002400	HORVU.MOREX.r3.1HG0002680	1H	5505677	5507012	1H	5505598	5506682
HORVU1Hr1G002430	HORVU.MOREX.r3.1HG0002770	1H	5631301	5632002	1H	5631301	5632002
HORVU1Hr1G002540	HORVU.MOREX.r3.1HG0002800	1H	5646756	5647687	1H	5646756	5651192
HORVU1Hr1G002450	HORVU.MOREX.r3.1HG0002810	1H	5662016	5663308	1H	5661966	5663453
HORVU1Hr1G002460	HORVU.MOREX.r3.1HG0002830	1H	5691018	5693604	1H	5691018	5693589
HORVU1Hr1G002470	HORVU.MOREX.r3.1HG0002840	1H	5694152	5697918	1H	5694036	5698346
HORVU1Hr1G002480	HORVU.MOREX.r3.1HG0002850	1H	5700974	5701625	1H	5700829	5701715
HORVU1Hr1G002500	HORVU.MOREX.r3.1HG0002880	1H	5716862	5718418	1H	5716511	5718523
HORVU1Hr1G002510	HORVU.MOREX.r3.1HG0002890	1H	5723066	5724693	1H	5722869	5725586
HORVU1Hr1G002590	HORVU.MOREX.r3.1HG0002920	1H	5752916	5755501	1H	5754051	5755507
HORVU1Hr1G002640	HORVU.MOREX.r3.1HG0002960	1H	5767730	5770657	1H	5767392	5770657
HORVU1Hr1G002710	HORVU.MOREX.r3.1HG0003050	1H	5881373	5882692	1H	5881373	5882692
HORVU1Hr1G002690	HORVU.MOREX.r3.1HG0003060	1H	5894693	5895685	1H	5894693	5895685
HORVU1Hr1G002680	HORVU.MOREX.r3.1HG0003070	1H	5895796	5899214	1H	5897382	5899214
HORVU1Hr1G002670	HORVU.MOREX.r3.1HG0003080	1H	5918012	5919924	1H	5918012	5928975
HORVU1Hr1G002790	HORVU.MOREX.r3.1HG0003090	1H	5960122	5961542	1H	5944995	5974567
HORVU1Hr1G002770	HORVU.MOREX.r3.1HG0003110	1H	5969271	5970519	1H	5968162	5970519
HORVU1Hr1G002750	HORVU.MOREX.r3.1HG0003120	1H	5980744	5982948	1H	5980744	5982954
HORVU1Hr1G002740	HORVU.MOREX.r3.1HG0003130	1H	6053938	6057651	1H	6053483	6059540
HORVU1Hr1G002840	HORVU.MOREX.r3.1HG0003140	1H	6143606	6145215	1H	6142235	6145606
HORVU1Hr1G002830	HORVU.MOREX.r3.1HG0003150	1H	6146302	6148465	1H	6145972	6148385
HORVU1Hr1G002820	HORVU.MOREX.r3.1HG0003160	1H	6150735	6157784	1H	6151265	6157784
HORVU1Hr1G002900	HORVU.MOREX.r3.1HG0003180	1H	6247206	6248702	1H	6247206	6248702
HORVU1Hr1G002930	HORVU.MOREX.r3.1HG0003200	1H	6275984	6276736	1H	6275984	6276736
HORVU1Hr1G002850	HORVU.MOREX.r3.1HG0003210	1H	6278996	6288427	1H	6278996	6288427
HORVU1Hr1G002920	HORVU.MOREX.r3.1HG0003220	1H	6296831	6298132	1H	6296831	6298132
HORVU1Hr1G003010	HORVU.MOREX.r3.1HG0003260	1H	6684668	6692035	1H	6684668	6692035
HORVU1Hr1G002970	HORVU.MOREX.r3.1HG0003280	1H	6706184	6706333	1H	6698673	6706333
HORVU1Hr1G002960	HORVU.MOREX.r3.1HG0003290	1H	6745273	6752445	1H	6745005	6752823
HORVU1Hr1G002950	HORVU.MOREX.r3.1HG0003300	1H	6755709	6757179	1H	6755469	6757255
HORVU1Hr1G003050	HORVU.MOREX.r3.1HG0003310	1H	6787500	6788808	1H	6787041	6788808
HORVU1Hr1G003100	HORVU.MOREX.r3.1HG0003390	1H	6903053	6906190	1H	6892310	6906190
HORVU1Hr1G003140	HORVU.MOREX.r3.1HG0003410	1H	6930088	6938798	1H	6930088	6938798
HORVU1Hr1G003170	HORVU.MOREX.r3.1HG0003430	1H	6979409	6981594	1H	6978204	6982039
HORVU1Hr1G003200	HORVU.MOREX.r3.1HG0003450	1H	7097156	7100862	1H	7097113	7101052
HORVU1Hr1G003230	HORVU.MOREX.r3.1HG0003620	1H	7575451	7575858	1H	7573404	7583024
HORVU7Hr1G039990	HORVU.MOREX.r3.1HG0003630	1H	7599810	7600544	1H	7599717	7601555
HORVU1Hr1G003250	HORVU.MOREX.r3.1HG0003650	1H	7633106	7638630	1H	7633106	7635082
HORVU1Hr1G003260	HORVU.MOREX.r3.1HG0003660	1H	7639773	7648724	1H	7639773	7652128
HORVU1Hr1G003300	HORVU.MOREX.r3.1HG0003690	1H	7762537	7773125	1H	7762537	7773612
HORVU1Hr1G003280	HORVU.MOREX.r3.1HG0003700	1H	7841634	7852704	1H	7841984	7852704
HORVU1Hr1G003270	HORVU.MOREX.r3.1HG0003710	1H	7857486	7859167	1H	7857468	7859177
HORVU1Hr1G003320	HORVU.MOREX.r3.1HG0003720	1H	7877372	7881537	1H	7878089	7881537
HORVU1Hr1G003370	HORVU.MOREX.r3.1HG0003780	1H	8052921	8054764	1H	8052823	8054943
HORVU1Hr1G003490	HORVU.MOREX.r3.1HG0003820	1H	8210019	8217862	1H	8209951	8218139
HORVU1Hr1G003460	HORVU.MOREX.r3.1HG0003860	1H	8315510	8319862	1H	8315499	8320178
HORVU1Hr1G003530	HORVU.MOREX.r3.1HG0003890	1H	8355966	8360636	1H	8353366	8355531
HORVU1Hr1G003560	HORVU.MOREX.r3.1HG0003910	1H	8375050	8375793	1H	8375050	8375793
HORVU1Hr1G003580	HORVU.MOREX.r3.1HG0003920	1H	8503942	8504157	1H	8503960	8504157
HORVU1Hr1G003630	HORVU.MOREX.r3.1HG0003970	1H	8552584	8566078	1H	8559444	8560040
HORVU1Hr1G003650	HORVU.MOREX.r3.1HG0003990	1H	8567951	8569838	1H	8566909	8569838
HORVU1Hr1G003710	HORVU.MOREX.r3.1HG0004060	1H	8701572	8703866	1H	8701572	8703842
HORVU1Hr1G003810	HORVU.MOREX.r3.1HG0004110	1H	8866276	8867392	1H	8866276	8866578
HORVU1Hr1G003750	HORVU.MOREX.r3.1HG0004150	1H	8874823	8877215	1H	8874494	8879852
HORVU1Hr1G003740	HORVU.MOREX.r3.1HG0004160	1H	8888491	8893224	1H	8888551	8893521
HORVU1Hr1G003940	HORVU.MOREX.r3.1HG0004220	1H	8937513	8938674	1H	8937486	8938841
HORVU1Hr1G003960	HORVU.MOREX.r3.1HG0004230	1H	8949406	8953478	1H	8949406	8953478
HORVU1Hr1G003990	HORVU.MOREX.r3.1HG0004240	1H	8999083	9000759	1H	8999026	9000759
HORVU1Hr1G004020	HORVU.MOREX.r3.1HG0004270	1H	9058448	9060257	1H	9058448	9060236
HORVU1Hr1G004150	HORVU.MOREX.r3.1HG0004280	1H	9115858	9116082	1H	9112595	9116319
HORVU1Hr1G004140	HORVU.MOREX.r3.1HG0004300	1H	9121394	9125339	1H	9121394	9125711
HORVU1Hr1G004130	HORVU.MOREX.r3.1HG0004310	1H	9126450	9126668	1H	9126450	9126668
HORVU1Hr1G004120	HORVU.MOREX.r3.1HG0004320	1H	9128979	9129182	1H	9128928	9129182
HORVU1Hr1G004080	HORVU.MOREX.r3.1HG0004340	1H	9143130	9147896	1H	9143130	9147896
HORVU1Hr1G004040	HORVU.MOREX.r3.1HG0004450	1H	9248078	9251656	1H	9248078	9251570
HORVU1Hr1G004200	HORVU.MOREX.r3.1HG0004540	1H	9312148	9318256	1H	9312148	9318724
HORVU1Hr1G004230	HORVU.MOREX.r3.1HG0004560	1H	9330732	9336711	1H	9328912	9337145
HORVU1Hr1G004430	HORVU.MOREX.r3.1HG0004660	1H	9413946	9416043	1H	9409540	9416043
HORVU1Hr1G004400	HORVU.MOREX.r3.1HG0004690	1H	9451959	9452475	1H	9451959	9452436
HORVU1Hr1G004330	HORVU.MOREX.r3.1HG0004730	1H	9496129	9497076	1H	9495871	9497076
HORVU1Hr1G004510	HORVU.MOREX.r3.1HG0004870	1H	9608057	9611245	1H	9608078	9611504
HORVU1Hr1G004490	HORVU.MOREX.r3.1HG0004880	1H	9612347	9614529	1H	9612054	9614384
HORVU1Hr1G004480	HORVU.MOREX.r3.1HG0004890	1H	9620965	9623513	1H	9619236	9623514
HORVU1Hr1G004580	HORVU.MOREX.r3.1HG0004940	1H	9863732	9864361	1H	9863768	9864993
HORVU1Hr1G004660	HORVU.MOREX.r3.1HG0004990	1H	9893106	9893772	1H	9893106	9893938
HORVU1Hr1G004650	HORVU.MOREX.r3.1HG0005000	1H	9900563	9902457	1H	9900298	9902719
HORVU1Hr1G004610	HORVU.MOREX.r3.1HG0005040	1H	9924934	9925298	1H	9924594	9928072
HORVU1Hr1G004690	HORVU.MOREX.r3.1HG0005070	1H	10031432	10032117	1H	10031202	10032117
HORVU1Hr1G004720	HORVU.MOREX.r3.1HG0005090	1H	10098476	10100198	1H	10098224	10100355
HORVU1Hr1G004750	HORVU.MOREX.r3.1HG0005110	1H	10190770	10193166	1H	10190785	10193166
HORVU1Hr1G004790	HORVU.MOREX.r3.1HG0005170	1H	10223915	10227124	1H	10221562	10227206
HORVU1Hr1G004800	HORVU.MOREX.r3.1HG0005190	1H	10236718	10245962	1H	10236718	10245962
HORVU1Hr1G004830	HORVU.MOREX.r3.1HG0005200	1H	10388350	10389543	1H	10388353	10389543
HORVU1Hr1G004930	HORVU.MOREX.r3.1HG0005350	1H	10536404	10537655	1H	10536404	10538930
HORVU1Hr1G004920	HORVU.MOREX.r3.1HG0005360	1H	10547704	10549207	1H	10547668	10549344
HORVU1Hr1G004910	HORVU.MOREX.r3.1HG0005370	1H	10554516	10559001	1H	10554564	10559311
HORVU1Hr1G004960	HORVU.MOREX.r3.1HG0005400	1H	10817840	10824455	1H	10817866	10824904
HORVU1Hr1G004970	HORVU.MOREX.r3.1HG0005410	1H	10825723	10828526	1H	10825469	10828617
HORVU1Hr1G004980	HORVU.MOREX.r3.1HG0005420	1H	10847012	10848946	1H	10846912	10848716
HORVU1Hr1G005120	HORVU.MOREX.r3.1HG0005580	1H	11468670	11468828	1H	11468561	11471133
HORVU1Hr1G005100	HORVU.MOREX.r3.1HG0005600	1H	11495080	11495558	1H	11494736	11495674
HORVU1Hr1G005090	HORVU.MOREX.r3.1HG0005610	1H	11520984	11521490	1H	11518690	11521575
HORVU1Hr1G005140	HORVU.MOREX.r3.1HG0005620	1H	11544441	11548740	1H	11544250	11548900
HORVU1Hr1G005180	HORVU.MOREX.r3.1HG0005640	1H	11626677	11629202	1H	11618013	11629202
HORVU1Hr1G005200	HORVU.MOREX.r3.1HG0005660	1H	11637627	11637854	1H	11637627	11637854
HORVU1Hr1G005260	HORVU.MOREX.r3.1HG0005750	1H	11836012	11838262	1H	11836012	11838262
HORVU1Hr1G005270	HORVU.MOREX.r3.1HG0005770	1H	11847473	11853481	1H	11847470	11853664
HORVU1Hr1G005280	HORVU.MOREX.r3.1HG0005780	1H	11857144	11858718	1H	11857018	11858745
HORVU1Hr1G005290	HORVU.MOREX.r3.1HG0005790	1H	11863629	11865485	1H	11863337	11865485
HORVU1Hr1G005390	HORVU.MOREX.r3.1HG0005830	1H	12064949	12066329	1H	12064600	12066525
HORVU1Hr1G005370	HORVU.MOREX.r3.1HG0005840	1H	12107482	12108000	1H	12107340	12110125
HORVU1Hr1G005430	HORVU.MOREX.r3.1HG0006070	1H	12612647	12613878	1H	12612647	12613878
HORVU1Hr1G005420	HORVU.MOREX.r3.1HG0006090	1H	12626296	12627361	1H	12626071	12627420
HORVU1Hr1G005410	HORVU.MOREX.r3.1HG0006100	1H	12641325	12645035	1H	12641325	12645035
HORVU1Hr1G005470	HORVU.MOREX.r3.1HG0006160	1H	12730989	12734023	1H	12730601	12734023
HORVU1Hr1G005510	HORVU.MOREX.r3.1HG0006210	1H	12801950	12804888	1H	12801950	12804888
HORVU1Hr1G005520	HORVU.MOREX.r3.1HG0006230	1H	12824045	12825847	1H	12824045	12827600
HORVU1Hr1G005600	HORVU.MOREX.r3.1HG0006340	1H	13207736	13210726	1H	13207859	13210838
HORVU1Hr1G005680	HORVU.MOREX.r3.1HG0006400	1H	13340712	13344817	1H	13340783	13345156
HORVU1Hr1G005700	HORVU.MOREX.r3.1HG0006410	1H	13367480	13371242	1H	13367480	13371236
HORVU1Hr1G005710	HORVU.MOREX.r3.1HG0006420	1H	13380272	13383061	1H	13380272	13383061
HORVU1Hr1G005720	HORVU.MOREX.r3.1HG0006430	1H	13385748	13388090	1H	13385748	13388261
HORVU1Hr1G005730	HORVU.MOREX.r3.1HG0006440	1H	13394547	13399586	1H	13394547	13399436
HORVU1Hr1G005750	HORVU.MOREX.r3.1HG0006450	1H	13405274	13405573	1H	13405230	13405903
HORVU1Hr1G005760	HORVU.MOREX.r3.1HG0006460	1H	13408328	13409113	1H	13408208	13409239
HORVU1Hr1G005800	HORVU.MOREX.r3.1HG0006480	1H	13454523	13455482	1H	13454084	13459040
HORVU1Hr1G005790	HORVU.MOREX.r3.1HG0006490	1H	13469912	13470403	1H	13469764	13470780
HORVU1Hr1G005830	HORVU.MOREX.r3.1HG0006530	1H	13514261	13514479	1H	13512494	13515226
HORVU0Hr1G000200	HORVU.MOREX.r3.1HG0006570	1H	13864776	13865290	1H	13863346	13865640
HORVU1Hr1G005870	HORVU.MOREX.r3.1HG0006610	1H	13953191	13953820	1H	13953186	13954051
HORVU1Hr1G005920	HORVU.MOREX.r3.1HG0006660	1H	14099804	14102888	1H	14099496	14102975
HORVU1Hr1G005980	HORVU.MOREX.r3.1HG0006690	1H	14148046	14159496	1H	14146310	14159635
HORVU1Hr1G006230	HORVU.MOREX.r3.1HG0006820	1H	14288937	14289371	1H	14250861	14303895
HORVU1Hr1G006020	HORVU.MOREX.r3.1HG0006840	1H	14318423	14319464	1H	14318423	14319464
HORVU1Hr1G006290	HORVU.MOREX.r3.1HG0006880	1H	14386781	14388886	1H	14386781	14388886
HORVU1Hr1G006770	HORVU.MOREX.r3.1HG0007160	1H	14644240	14661355	1H	14644239	14662881
HORVU1Hr1G006780	HORVU.MOREX.r3.1HG0007170	1H	14663881	14667319	1H	14663880	14667754
HORVU1Hr1G006860	HORVU.MOREX.r3.1HG0007200	1H	14710921	14717295	1H	14710882	14717791
HORVU1Hr1G006880	HORVU.MOREX.r3.1HG0007220	1H	14721526	14722163	1H	14719923	14722188
HORVU1Hr1G006890	HORVU.MOREX.r3.1HG0007230	1H	14722421	14726710	1H	14722320	14726912
HORVU1Hr1G006910	HORVU.MOREX.r3.1HG0007240	1H	14731694	14732272	1H	14731614	14732584
HORVU1Hr1G006920	HORVU.MOREX.r3.1HG0007250	1H	14737590	14738138	1H	14737227	14738478
HORVU1Hr1G006940	HORVU.MOREX.r3.1HG0007280	1H	14837063	14840262	1H	14837063	14838448
HORVU1Hr1G006930	HORVU.MOREX.r3.1HG0007290	1H	14851017	14851198	1H	14841990	14851305
HORVU1Hr1G006970	HORVU.MOREX.r3.1HG0007300	1H	14859666	14860086	1H	14859666	14860152
HORVU0Hr1G000230	HORVU.MOREX.r3.1HG0007340	1H	14970263	14970832	1H	14970443	14970832
HORVU1Hr1G007010	HORVU.MOREX.r3.1HG0007370	1H	15090763	15094223	1H	15090639	15094473
HORVU1Hr1G007290	HORVU.MOREX.r3.1HG0007590	1H	15436972	15440842	1H	15435759	15440879
HORVU1Hr1G007310	HORVU.MOREX.r3.1HG0007600	1H	15529419	15534116	1H	15528997	15534507
HORVU1Hr1G007320	HORVU.MOREX.r3.1HG0007620	1H	15575121	15582035	1H	15574782	15576750
HORVU1Hr1G007480	HORVU.MOREX.r3.1HG0007740	1H	16287387	16287755	1H	16287097	16287824
HORVU1Hr1G007600	HORVU.MOREX.r3.1HG0007840	1H	16440014	16444037	1H	16439665	16444085
HORVU1Hr1G007580	HORVU.MOREX.r3.1HG0007850	1H	16448375	16456682	1H	16447982	16456600
HORVU1Hr1G007640	HORVU.MOREX.r3.1HG0007900	1H	16534315	16537372	1H	16529367	16533215
HORVU1Hr1G007660	HORVU.MOREX.r3.1HG0007940	1H	16548369	16548928	1H	16548263	16548928
HORVU1Hr1G007730	HORVU.MOREX.r3.1HG0008070	1H	16849461	16850512	1H	16849242	16850512
HORVU1Hr1G007720	HORVU.MOREX.r3.1HG0008080	1H	16855315	16856940	1H	16855132	16857094
HORVU1Hr1G007800	HORVU.MOREX.r3.1HG0008130	1H	17317152	17318651	1H	17316873	17318727
HORVU1Hr1G007810	HORVU.MOREX.r3.1HG0008140	1H	17320367	17322000	1H	17320177	17322038
HORVU1Hr1G007850	HORVU.MOREX.r3.1HG0008290	1H	17991113	17992428	1H	17991113	17992509
HORVU1Hr1G007910	HORVU.MOREX.r3.1HG0008310	1H	19430492	19435656	1H	19430465	19441274
HORVU1Hr1G007930	HORVU.MOREX.r3.1HG0008320	1H	19443925	19446693	1H	19443925	19446693
HORVU1Hr1G008120	HORVU.MOREX.r3.1HG0008440	1H	19818871	19824113	1H	19818871	19824392
HORVU1Hr1G008130	HORVU.MOREX.r3.1HG0008450	1H	19833055	19835598	1H	19832954	19835880
HORVU1Hr1G008140	HORVU.MOREX.r3.1HG0008460	1H	19836925	19837773	1H	19836888	19837882
HORVU1Hr1G008250	HORVU.MOREX.r3.1HG0008510	1H	20122261	20127666	1H	20122264	20128040
HORVU1Hr1G008230	HORVU.MOREX.r3.1HG0008520	1H	20130524	20133929	1H	20130667	20134704
HORVU1Hr1G008300	HORVU.MOREX.r3.1HG0008600	1H	20382424	20387009	1H	20382140	20387164
